comments
C:\Users\AmirM\Desktop\pythonProject\venv\Scripts\python.exe C:/Users/AmirM/Desktop/pythonProject/main.py
22
واقعا ممنونم بابت کیفیت و طعم خوب غذاهاتون، امیدوارم تا همیشه با همین کیفیت به کارتون ادامه بدین و هرروز پررونق تر از روز قبل باشین، قطعا همیشه یکی از اولین انتخابام خواهید بود.
اگه تنوع غذاهاتون رو بیشتر کنین عالی می شه.


یخورده قیمتا بالاس ولی خب کیفیت و بسته بندی بی نقص بود


غذای ساده ولی بسیار خوشمزه که در بسته‌بندی شیک و زیبا ارائه شد. داغ بود و به موقع رسید.ممنون


عالي اميدوارم هميشه همين كيفيت و داشته باشه پيشنهاد ميكنم حتما امتحان كنيد


واقعا عالیه،دورچین فوق‌العاده


غذای داغ با بسته بندی خوب


بهتر از این نمیشه ، پرپروک همیشه بی نقص


همیشه عالی بود کیفیت اما این سری یکم از کیفیت افتاده بود... ما هات داگ با قارچ و پنیر خواستیم اما ساده آوردن و برخلاف سری قبل آنقدر نپخته و بد بود خدا میمونه... اما همبرگر و قارچ خوب بودند... لطفا وقتی قیمت ها بالاست از کیفیت مواد و پخت و پز کم نکنید...


نسبت به قیمتش، کیفیتش رو نمیخوام بگم پایینه ولی تاپ هم نیست


سلام. انتظارم از پرپروک بیشتر از این بود. این چندمین بار بود سفارش میدادم این پیتزا دومین بار بود سفارش دادم و قارچ ها نیم پخته بود. مرغ آب انداخته بود و بدمزه بود. کیفیت مرغ سوخاری پایین بود. 

زهرا ملکی عزیز، از همراهی شما سپاس‌گزاریم و خوشحالیم که نظرتان را با ما در میان گذاشتید. مورد ذکرشده بررسی می‌شود.

طعم پیتزا اصلا خاص نبود. یه چیز خیلی خیلی معمولی بود. یک نفر رو هم سیر نمیکنه چون کوچیکه.


کیفیت فوق العاده عالی بود ولیکن کمی سرد بود و اندازه ی پیتزا کوچیک و به این قیمت نمی ارزید و برای یک نفر خوبه


همچنان در اوج


سرد بود و شور


پنیرش کم بود با مقایسه قیمت نسبت به جای دیگه


متاسفانه اصلا کیفیت قبل را ندارد و فقط پر از پنیر است


کیفیت هات داگی که استفاده شده بود پایین بود


کمی طعم تلخی داشت

دوست عزیز! 
عذرخواهی ما را پذیرا باشید. امیدواریم در آینده بتوانیم رضایت شما را جلب نماییم.

کیفیت غذا خوب بود. فقط نون برخلاف همیشه کمی بیات بود و متلاشی شد همون اول

دوست عزیز! 
عذرخواهی ما را پذیرا باشید. امیدواریم در آینده بتوانیم رضایت شما را جلب نماییم.

سفارش رو اشتباه فرستاده بودن

دوست عزیز! 
عذرخواهی ما را پذیرا باشید. امیدواریم در آینده بتوانیم رضایت شما را جلب نماییم.
تينا فاضلي عزیز، از همراهی شما سپاس‌گزاریم و خوشحالیم که نظرتان را با ما در میان گذاشتید. مورد ذکرشده بررسی می‌شود.

بسيار چرب بود و غذا انگار مونده بود

دوست عزیز! 
عذرخواهی ما را پذیرا باشید. امیدواریم در آینده بتوانیم رضایت شما را جلب نماییم.

متاسفانه پکیج کودک عروسک اعلامی در تبلیغ رو نداشت!!

پوریا علی پورنظری عزیز، از همراهی شما سپاس‌گزاریم و خوشحالیم که نظرتان را با ما در میان گذاشتید. مورد ذکرشده بررسی می‌شود.
امیدواریم در آینده بتوانیم سرویس بهتری ارائه کنیم

همبرگر خیلی بد بود و حالت لاستیکی داشت، انگار از گوشت‌های اماده درصد پایین بسته‌بندی بود

دوست عزیز! 
عذرخواهی ما را پذیرا باشید. امیدواریم در آینده بتوانیم رضایت شما را جلب نماییم.

تنها نکته مثبت بسته بندی عالی وجذابتون بود مخصوصا پک کودک از نظر زیبایی عالی بود و جایزه داخلش هم لگو دختر کفشدوزکی بود و اما از کیفیت و طعم غذا اگر بخوام بگم در یک کلمه همه چیز افتضاح 
بعد دو ساعت انتظار سیب زمینی که بیات بود پیتزا غذای کودک در نهایت تعجب بسیار تند بود و دختر من اصلا نتونست بخوره و چیزی ک واقعا انتظار نداشتم استفاده از برگر شرکتی بود ک کیفیت بسیار پایینی داشت و بوی شدید چربی و زهم میداد ک متاسفانه اصلا قابل خوردن نبود و دور ریخته شد تجربه بدی بود و دیگه هیچوقت سفارش نمیدم


من پیتزا گوشت و قارچ سفارش داده بودم ولی پپرونی برام ارسال شد

reza javadi عزیز، از همراهی شما سپاس‌گزاریم و خوشحالیم که نظرتان را با ما در میان گذاشتید. مورد ذکرشده بررسی می‌شود.
دوست عزیز! 
بابت مورد پیش‌آمده بسیار متاسفیم . لطفا عذرخواهی ما را بپذیرید. به سرعت موضوع را پیگیری خواهیم کرد.


سیب‌زمینی ها همیشه به نظر میآید که تازه نیستند

دوست عزیز! 
عذرخواهی ما را پذیرا باشید. امیدواریم در آینده بتوانیم رضایت شما را جلب نماییم.

اولا که دو نفره نیست و یک نفرست آدم بدونه دوتا سفارش میده، کیفیت هم که متاسفانه نداشت، و هیچی همراه این غذا فرستاده نشده دیگه نون کمترین چیزیه که همه رستورانها میفرستن، بعد اینکه تو چه ظرف خاصی فرستادین که پول ظرف و بسته بندی ۲۰ تومن شده؟ واقعا متاسفم واسه سفارش و انتخابم

farnaz fatahi عزیز، از همراهی شما سپاس‌گزاریم و خوشحالیم که نظرتان را با ما در میان گذاشتید. مورد ذکرشده بررسی می‌شود.

غذا عالی ولی نون نداشت

نوش جان هم سفره
علی نوری عزیز، از همراهی شما سپاس‌گزاریم و خوشحالیم که نظرتان را با ما در میان گذاشتید. مورد ذکرشده بررسی می‌شود.

اولین باربود ازاینجا دیری سفارش دادم مزه اش خوب بودولی سرد به دستم رسید ولی جدای اون بسته بندی وپک کردنش افتضاح بود. من قبلا از مستردیزی سفارش میدادم میرسید دستم حس اینکه از یه رستوران ۵ ستاره دریافتش کردم‌رو داشتم ولی این سفارش انگار از یه رستوران یه ستاره ارسال شده

پوزش ما را بابت اینکه نتوانستم شما را در جمع مشتریان کاملا راضی مجموعه مزه بازار داشته باشیم پذیرا باشید

اصلا گوشتی نداشت حتی یک ذره با ای قیمت اب و‌نخود یک سیب زمینی کوچیک

دوست گرامی ضمن پوزش از اینکه نتوانستیم شما را در جمع مشتریان کاملا راضی مجموعه داشته باشیم به استحضار میرساند که وزن خام گوشت گوسفندی مصرفی دیزه یک نفره دقیقا ۱۵۰ گرم میباشد

سری اول که سیرابی گرفتم سفید و بدون روغن بود عالی بود این سری خیلی روغن ریخته بودن داخل سیرابی طعم و رنگش کاملا برگشته بود متاسفانه


غذا به شدت چرب بود 

پوزش ما را بابت اینکه نتوانستم شما را در جمع مشتریان کاملا راضی مجموعه مزه بازار داشته باشیم پذیرا باشید

با سلام واحترام 
اول اینکه بسته بندی خیلی مناسب نبود و دوم اینکه در کنار آبگوشت نه سبزی و نه پیاز یا مخلفات دیگری نبود و سوم اینکه همراه آبگوشت نان وجود نداشت و ضمن اینکه برای کوبیدن نخود و گوشت کنار آن گوشکوب وجود نداشت

دوست گرامی منوی سفارش داده شما مطابق توضیحات و عکس فاقد نان و سرویس جانبی است و باید موارد مورد نیاز را جداگانه سفارش دهید

زود و بموقع رسید من برای مهمون گرفتم و خیلی خیلی خوشمزه و عالی بود

نوش جان هم سفره عزیزتر از جان

 خیلی دیر رسید چند باری زمان تمدید شد اما خوشمزه بود 


کیفیت بسیار مناسبی داشت، فقط کمی سرد شده بود

نوش جان هم سفره عزیزتر از جان

قیمت بسیار بسیار بالا برای حجم بسیار کم
ماست و ترشی دونه ای ۱۷۰۰۰ تومن برای کنار غذا نباید لااقل ۳_۴ قاشق غذاخوری باشه ماستش به زور ۲ قاشق میشد ترشی هم ۱قاشق غذاخوری بود. حجم خیلی پایین دیزی هم که نگم...

پوزش ما را بابت اینکه نتوانستم شما را در جمع مشتریان کاملا راضی مجموعه مزه بازار داشته باشیم پذیرا باشید

محتوای آبگوشت گوجه نداشت، نخودها خام بود و غذا آب کافی نداشت

پوزش ما را بابت اینکه نتوانستم شما را در جمع مشتریان کاملا راضی مجموعه مزه بازار داشته باشیم پذیرا باشید

با توجه به فاصله خیلی زیاد رستوران با ما غذا نسبتا گرم رسید. بسته بندی خیلی خوب بود. کیفیت غذا هم قابل قبوله. اشکر

نوش جان هم سفره عزیزتر از جان

دوتا از دیزی ها سوخته بود و اب ریخته بودن روش. از نظر مزه هم اصلا خوب نبود. خرید از این رستوران رو توصیه نمیکنم.


عالی خوش‌طعم و داغ رسید

نوش جان هم سفره عزیزتر از جان

عالیییییی هستین 

نوش جان هم سفره عزیزتر از جان

عالی بود مطمئنا بازهم از این رستوران سفارش میدم کیفیت عالی پکیج خیلی خوب و خوش طمع بسته بندی جذاب واقعا عالی

نوش جان هم سفره عزیزتر از جان

خدا قوت...

توش جان هم سفره عزیزتر از جان

عالی بود همه‌چی به‌اندازه بود ***

نوش جان هم سفره عزیزتر از جان

همیشه عالی و بسیار مرتب ارسال میشه 

نوش جان هم سفره عزیزتر از جان

لذیذ بود ، فقط کمی نان خشک همراه غذا مزه ی کهنگی داشت

نوش جان ضمنا پیرو نظر جنابعالی معروض میدارد کلیه محصولات مصرفی در مزه بازار به روز تهیه و تقدیم هم سفره های عزیزتر از جان میگردد .

بسیار بد اول از همه اینکه استخون داشت به جای گوشت دوم از همه ۵۴ تومن پول بسته بندی جدای پول غذا و سوم خیلی چرب بود با این که دمبه ایم خیلی نداشت... حتما نه خودم نه اطرافیانم دیگه از اینجا غذا نمی گیریم اخرین بار بود 

پوزش ما را بابت اینکه نتوانستم شما را در جمع مشتریان کاملا راضی مجموعه مزه بازار داشته باشیم پذیرا باشید
melika Rasoli عزیز، از همراهی شما سپاس‌گزاریم و خوشحالیم که نظرتان را با ما در میان گذاشتید. مورد ذکرشده بررسی می‌شود.

سلام روزتون بخیر من پک کامل سیراب شبردون رو سفارش داده بودم متاسفانه هیچ نونی با سفارش نفرستادن در صورتی که توی پکشون زدن دوبسته نان سنگک با دوبسته نان لواش

با سلام جناب عالی سیراب سفالی خاتواده اصل تهرانی سفارش دادید که مطابق عکس و توضیحات منو فاقد نان است

ابگوشت بدون گوشت وفقط استخوان تا بحال نديده بودم اصلا اندازه دونفري نبود.من ديگر به اين رستوران سفارش نخواهم داد.

دوست گرامی دیزی خاتون دقیقا دارای ۳۰۰ گرم گوشت بره می‌باشد
reza nasseraddin عزیز، از همراهی شما سپاس‌گزاریم و خوشحالیم که نظرتان را با ما در میان گذاشتید. مورد ذکرشده بررسی می‌شود.

فوق العاده شور

پوزش ما را پذیرا باشید

پياز گنديده را در نايلون بسته بندي كرده بودند كه بوي بدي داشت و جعبه هم بو گرفته بود كه دور ريخته شد و گوشت بسياركم بيشتر استخوان بود تا گوشت همچنين نان خيلي سنگ كه در آبگوشت هم باز سفت بود

پوزش ما را بابت اینکه نتوانستم شما را در جمع مشتریان کاملا راضی مجموعه مزه بازار داشته باشیم پذیرا باشید

دیزی تا حالا ندیده بودم درش چربی نداشته باشه  گوشت کوبیده اش خوب بود ولی شور

پوزش ما را بابت اینکه نتوانستم شما را در جمع مشتریان کاملا راضی مجموعه مزه بازار داشته باشیم پذیرا باشید

تیکه های سوخته در ابگوشت بود

دوست گرامی چون در مزه بازار دیزی در خود ظروف سفالی پخته میشود وجود مقدار بسیار کمی به اصطلاح ته دیگ در ته سفال غیر قابل اجتناب است

مزه دیزی به تلخی میزد

پوزش ما را بابت اینکه نتوانستم شما را در جمع مشتریان کاملا راضی مجموعه مزه بازار داشته باشیم پذیرا باشید

برای ذائقه‌ی من کمی شور بود اما طعم کلی و سلیقه‌ای که در بسته بندی به خرج داده بودید بی‌همتا و خوب بود 

توش جان هم سفره

دوغ بی طعم و مزه ای بود

پوزش می‌طلبم

شور بود متاسفانه. ارسال سریع.

سپاس از همراهی شما امیدوارم در سفارش بعدی خدمات بهتری ارائه بدیم وبراتون آرزوی بهترینها رو دارم

همه چی خوب بود. ولی بال ها بوفالو وینگز نبودن. بال سوخاری اسپایسی معمولی بودن!!!! که اگه میدونستم سفارش نمیدادم بال رو.

صالح شهرام عزیز، از همراهی شما سپاس‌گزاریم و خوشحالیم که نظرتان را با ما در میان گذاشتید. مورد ذکرشده بررسی می‌شود.
سپاس از همراهی شما امیدوارم در سفارش بعدی خدمات بهتری ارائه بدیم وبراتون آرزوی بهترینها رو دارم

بدایل سرد شدن پنیر روی ان ماسیده شده بود و طعم خوبی نداشت

از همراهی شما سپاس‌گزاریم و خوشحالیم که نظرتان را با ما در میان گذاشتید. مورد ذکرشده بررسی و پیگیری میشود،ممنون از شما و نظرات سازنده که ما را در عملکرد بهتر راهنمایی میکند

هر بار كه سفارش داديم بسيار سريع رسيد و واقعا خوشمزه بود و بسته بندي مناسبي داشت

سپاس از همراهی شما وبراتون آرزوی بهترینها رو دارم

واقعا سزارای پیتکو عالیه
هم خیلی زیاد هم خوشمزه

سپاس از همراهی شما امیدوارم در سفارش بعدی خدمات بهتری ارائه بدیم وبراتون آرزوی بهترینها رو دارم

خوب نبود

سپاس از همراهی شما امیدوارم در سفارش بعدی خدمات بهتری ارائه بدیم وبراتون آرزوی بهترینها رو دارم

فیله سوخاری کاملا خام بود،برام جای تعجبه فیله تو ۱۰ دقیقه پخته میشه شما چیکار کرده بودید که خام بود

سپاس از همراهی شما امیدوارم در سفارش بعدی خدمات بهتری ارائه بدیم وبراتون آرزوی بهترینها رو دارم

پیتزا که افتضاح بود مشخص بود برند پنیرپیتزا بسیار نامرغوب که خیلی سنگین بود  سالاد سزار هم فقط کاهو و ناگت و زیتون نه پنیر نه گوجه 
در کل اولین و اخرین باری بود که سفارش دادم

سپاس از همراهی شما ازمشکل پیش اومده معذرت خواهی میکنم امیدوارم درسفارشات بعدی خدمات بهتری ارائه بدیم وبراتون آرزوی بهترینها رو دارم

خیلی زود رسید و پیک بسیار محترم بودند

سپاس از همراهی شما امیدوارم در سفارش بعدی خدمات بهتری ارائه بدیم وبراتون آرزوی بهترینها رو دارم

چیکن استریپس خیلی بی کیفیت و بد بود اصلا راضی نبودم


طعم عالی و خوشمزه

سلام ممنون از،نظرتون و نوش جان

کنی با تاخیر ارسال شد نمک نداشت و کیفیتش معمولی بود


خیلی خیلی عالی بود خوشمزه و لذیذ تمیز بسیار عالی مشتری دائمی شدم


عالی و خوشمزه و سریع در ارسال اما دفعه بعد ازشون میخوام که زیاد میکس نشه

سلام نوش جونتون چشم حتما دفعه بعد داخل توضیحات ذکر کنید اطاعت امر می کنیم

اب گوشتش که فقط مزه اب خالی میداد یه کم روغن نداشت نه نمک نه ادویه هیچی توش به کار نرفته بود وقتی به دستم رسید هم سرد سرد بود انگار از  یخچال در اورده بودید تقصیر پیک هم لطفا نندازید چون من داشتم میدیدیم کی تحویل پیک شد بنده خدا ۸ دقیقه ای رسوند دستم

فرامرز تقی پور عزیز، عذرخواهی ما را برای سرد بودن غذای ارسالی پذیرا باشید؛ تحویل سفارش شمابر عهده سرویس اکسپرس بوده است و این مورد حتماً پیگیری می شود. از همراهی شما سپاسگزاریم.

مرغ نپخته بود حتی داخش قرمز بود و بسیاااار بدبو … اصلاً از مرغ سوخاری زده شدم… مرغِ سالاد سزار له شده و کهنه بود… و اینکه شما تاحالا دیدین سالاد سزار سس نداشته باشه؟؟؟ اینجا نداشت و‌یا ارسال نکرده بودن … متاسفم برای خودم که پول نازنین رو اینجوری هدر کردم

سلام و وقت بخیر
عذرخواهی بابت نارضایتی شما
حتما پیگیری خواهد شد

رستوران به نوشته ای که برایشان در توضیحات گذاشته بودم توجهی نکردند در صورتی که پس از ارسال روی یک کاغذ بزرگ نوشته ی من روی بسته منگنه شده بود اما توجهی نشد

سلام و درود
حتما پیگیری خواهد شد
عباسپور عباسپور عزیز، از همراهی شما سپاس‌گزاریم و خوشحالیم که نظرتان را با ما در میان گذاشتید. مورد ذکرشده بررسی می‌شود.

کیفیت خوب بود ولی سیب زمینی تقریبا کم بود.زیرو سفارش دادم ولی معمولی ارسال کردن

بهاره صادقى عزیز، از همراهی شما سپاس‌گزاریم و خوشحالیم که نظرتان را با ما در میان گذاشتید. مورد ذکرشده بررسی می‌شود.

سالاد حجم خیلی کمی داشت - کاهو خیلی کم داشت و مرغ سالاد هم سوخاری بود، اما نه مخصوص سالاد. مرغ سوخاری مخصوص سالا‌د فرق میکنه با اینی که شما گذاشته بودید! انگار مرغ سه تیکه سفارش داده بودم یه تیکه شو انداخته بودین تو سالاد ! توقع سالاد خفن تری داشتم. اما برگر خوشمزه بود گوشت تازه ای هم داشت.

سلام و وقت بخیر
عذرخواهی بابت نارضایتی شما
حتما پیگیری خواهد شد

مرغ سوخاری بوی بسیار  بدی میداد و برگر سوخاری بد مزه بود ، در کل تجربه ی بسیار بدی از کیفیت و کمیت را تجربه مردم


به نسبت قیمت کیفیت پایینی داشت مرغش نپخته و کمی بو میداد

سلام 
حتما پیگیری خواهد شد 
امیدوارم در سفارشات بعدتون بتونیم جبران کنیم

پیک تا درب منزل نیومد گفت بذارم تو آسانسور که این کار از لحاظ بهداشتی درست نیست من ازشون خواستم فقط کف آسانسور نذاره 
حجم سالاد سزار هم بسیار کم کرده بودند نسبت به سفارشات قبلی که داشتم در کل راضی نبودم

سلام و درود
عذرخواهی بابت نارضایتی
حتما پیگیری خواهد شد

با اینکه رستوران مورد علاقه من هست ولی غذا سرد شده بود به دستم رسید

سلام و وقت بخیر
ممنون از انتخابتون 
حتما پیگیری خواهد شد

بال سوخاری گرفته بودم که داخلش خام و سیاه بود که کلا ریخته شد دور

سلام و درود
عذرخواهی بابت نارضایتی شما
حتما پیگیری خواهد شد

مرغها متاسفانه خوب پخته نشده بود گوشت مرغ هنوز حالت لیزی داشت

سلام و وقت بخیر
عذرخواهی بابت نارضایتی شما
حتما پیگیری خواهد شد

یه دیزی معمولی بود ، 

دوست گرامی پوزش ما را بابت اینکه نتوانستیم نظر و سلیقه جنابعالی را جلب و شما را در جمع بیش از 90 درصدی مشتریان کاملا راضی مجموعه مزه بازار داشته باشیم پذیرا باشید

بسیار شور بود و اصلا گوشت نداشت یک تکه خیلی کوچیک فقط

پوزش ما را بابت اینکه نتوانستم شما را در جمع مشتریان کاملا راضی مجموعه مزه بازار داشته باشیم پذیرا باشید

خیلی بد مزه بود 

دوست گرامی پوزش ما را بابت اینکه نتوانستیم نظر و سلیقه جنابعالی را جلب و شما را در جمع بیش از 90 درصدی مشتریان کاملا راضی مجموعه مزه بازار داشته باشیم پذیرا باشید

یه مقدار از شوری دیزی ها کم کنین نمک کمو میشه زیاد کرد ولی نمک زیاد رو نمیشه کاریش کرد

پوزش ما را پذیرا باشید

عاااااالی بود 


خیلی خیلی کیفیت پایین بود

پوزش ما را بابت اینکه نتوانستم شما را در جمع مشتریان کاملا راضی مجموعه مزه بازار داشته باشیم پذیرا باشید

خیلی بسته بندی شیک داشت.گوشکوب و کاسه سفالی داشت و دیزی تو ظرف سفالی بود.خیلی خوشم اومد.تمیز و خوشمزه و عالی.ممنون از مدیریت خوب رستوران.از خریدم لذت بردم.ممنون از اسنپ فود.

نوش جان هم سفره

خیلی خوشمزه بود

نوش جان هم سفره

عالی

توش جان هم سفره عزیزتر از جان

اینقدر خوب و خوشمزه و بسته بندی عالیه که مشتری دائم شدم خیلی هم ممنون

نوش جان هم سفره

عالی بود خیلی لذت بردیم به موقع به دستمون رسید ممنون

نوش جان هم سفره عزیزتر از جان

ارزش تکرار ندارد ...

پوزش ما را پذیرا باشید

بسیار بسیار حجم کم نسبت به قیمت بالا، گوشت اصلا نداشت، پولتونو فقط آتیش میزنید.

پوزش ما را بابت اینکه نتوانستم شما را در جمع مشتریان کاملا راضی مجموعه مزه بازار داشته باشیم پذیرا باشید

به سرعت سفارش به دستم رسید که ممنونم ولی کیفیت غذا بسیار برخلاف قیمتش معمولی رو به پایین است. نان سنگک همراه غذا نیشت

نوش جان هم سفره

خوشمزه بوود


طعم خوبی داشت بوی زخم نمی‌داد اندازه اش هم خوب بود! به موقع هم رسید و بسته بندی خوبی داشت

نوش جان هم سفره

خوب بود، چسبید دیزیش

نوش جان هم سفره

واقعا راضی بودم. 
برای دو تا سه نفر کافی بود. 
حجم و کیفیت گوشت خیلی خوب بود. 
طعم نهایی غذا عالی و حرفه ای بود.
زود رسید و برخورد پیک خوب بود.
در کل راضی بودیم و امیدوارم همیشه همینطور بمونه.

نوش جان هم سفره

خوشمزه

نوش جان هم سفره

اگر مثل من غذای چرب دوست ندارید نخورید اینقد چرب بود که نخوردم کلا 


عالی تشکر

نوش جان

با سلام خدمت شما
ممنون بابت ارسال به موقع و بسته بندی عالی، اما متاسفانه علی رغم اینکه تو توضیحات گفته بودم نان نرم بگذارید، نان خشک گذاشته بودید.
لطف کنید به توضیحاتی که نوشته می شود توجه بیشتری بکنید.
ممنون

سلام و درود خدمت شما دوست گرامی 
در مجموعه گود فود همیشه تمامی توضیحاتی که توسط مشتریان عزیز نوشته میشود، بطور کامل خوانده شده و تا حد امکان بیشتر آنها رعایت میشود.
اگر گاهی نتوانسته ایم نظر شما عزیزان را تامین کنیم از شما پوزش خواسته و سعی میکنیم تا این موارد کمتر رخ بدهد.

عالی

نوش جان

گرم بود ولی خمیر پیتزا یکم سوخته بود

سلام خدمت شما مشتری عزیز ، برای مورد گزارش شده بررسی و پیگیری های لازم انجام خواهد شد. ممنون از اطلاع رسانی شما

اصلا مزه نداشت

سلام و درود خدمت شما دوست گرامی 
مورد گزارش شده توسط شما به دقت بررسی میگردد.
از اینکه رضایت شما بزرگوار تامین نگردیده ابراز تاسف نموده و سعی میکنیم تا در سفارشات بعدی خدمات بهتری را به شما عزیزان ارائه دهیم

نسبت به همیشه کیفیتش خیلی پایین بود سرد شده بود و مواد روی پیتزا از نونش کاملا جدا بود خمیرشم مثل همیشه نبود

سلام و درود خدمت شما دوست گرامی،
